listing_id,update_time,listing_name,location_address,orgnization,orgnization_1,orgnization_2,orgnization_3,orgnization_4,orgnization_888,orgnization_1_desc,orgnization_2_desc,orgnization_3_desc,orgnization_4_desc,orgnization_other_desc,listing_desc,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_888,specialproductionmethods_other_desc,saleschannel_onlineorder,saleschannel_onlineorder_1,saleschannel_onlineorder_2,saleschannel_onlineorder_3,saleschannel_onlineorder_2_desc,saleschannel_onlineorder_3_desc,saleschannel_onlineorder_other_desc,saleschannel_phoneorder,saleschannel_csaorder,saleschannel_csaorder_1,saleschannel_csaorder_2,saleschannel_csaorder_3,saleschannel_csaorder_1_desc,saleschannel_csaorder_2_desc,saleschannel_csaorder_3_desc,saleschannel_csa_vendor,saleschannel_csa_vendor_1,saleschannel_csa_vendor_2,saleschannel_deliverymethod,saleschannel_deliverymethod_1,saleschannel_deliverymethod_2,saleschannel_deliverymethod_3,saleschannel_deliverymethod_2_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_4,FNAP_5,FNAP_888,SNAP_option,SNAP_option_1,SNAP_option_2,FNAP_3_desc,webscriping,bulktable_id,bulktable_row_id,Parsed_Address,Parsed_City,Parsed_State,Parsed_Zip
301460,2021-03-15 13:35:48,Little River County Farmers Market,"Ashdown, Arkansas 71822",,,,,,,,,,,,,-94.117600,33.661403,Tractor Supply parking lot,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,Ashdown,,Arkansas,71822
301461,2021-03-15 14:34:43,Cross County Farmer's Market,"705 E. Union Avenue, Room 2, Wynne, Arkansas 72396",,,,,,,,,,,,,-90.786483,35.223532,Cross County Courthouse lawn.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,705 E. Union Avenue,Room 2,Arkansas,72396
301462,2021-03-15 16:21:19,Grand Prairie Farmers Market,"505 S. Main St., Stuttgart , Arkansas 72160",,,,,,,,,,,,,-91.552370,34.498020,The Farmers Market pavilion is located in Downtown Stuttgart beside the Chamber of Commerce.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,505 S. Main St.,Stuttgart,Arkansas,72160
301463,2021-03-16 09:44:42,Springdale Farmers Market,"992 E. Emma Ave., Springdale , Arkansas 72764",,,,,,,,,,,,,-94.118450,36.187450,Memorial Plaza at the Jones Center,,Family Community Center,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,992 E. Emma Ave.,Springdale,Arkansas,72764
301464,2021-03-16 10:03:50,Conway Farmers' Market,"150 Amity Rd., Conway, Arkansas 72032",,,,,,,,,,,,,-92.412570,35.077695,Antioch Baptist Church parking lot,Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;,1,0,0,0,0,0,,0,0,,,,,150 Amity Rd.,Conway,Arkansas,72032
301466,2021-03-16 11:18:28,Paragould Farmers' Market,"100 W. Emerson, Paragould, AR, Arkansas 72450",,,,,,,,,,,,,-90.486623,36.055570,100 west block of Emerson Street,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,100 W. Emerson,Paragould,Arkansas,72450
301467,2021-03-16 17:02:46,Downtown Conway Farmers' & Crafts Market,"718 Parkway, Conway, Arkansas 72032",,,,,,,,,,,,,-92.440867,35.088507,Commuter parking lot at Parkway & Main,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,0,0,Some/all market vendors will accept EBT through individual POS;,0,1,,,,,718 Parkway,Conway,Arkansas,72032
301468,2021-03-16 18:59:10,Bentonville Farmers Market,"100 N. Main Street , Bentonville , Arkansas 72712",,,,,,,,,,,,,-94.208458,36.372637,The Bentonville Farmers Market is held on the Bentonville Square,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,100 N. Main Street,Bentonville,Arkansas,72712
301469,2021-03-16 19:32:56,Farmers Market of Gravette,"Hwy. 72 east, Gravette, Arkansas 72736",,,,,,,,,,,,,-94.446383,36.419093,"Old Town ParkGravette,AR",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;Senior Farmers Market Nutrition Program;,0,0,0,1,1,0,,0,0,,,,,Hwy. 72 east,Gravette,Arkansas,72736
301470,2021-03-17 10:16:23,Dallas County Farmer's Market,"206 West 3rd St., Fordyce, Arkansas 71742",,,,,,,,,,,,,-92.414240,33.812858,Located on the West side of the Dallas County Courthouse.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,206 West 3rd St.,Fordyce,Arkansas,71742
301471,2021-03-17 11:27:42,Riverside Farmers Market,"2800 Riverside Drive, indianapolis, Indiana 46208",,,,,,,,,,,,,-86.192041,39.806671,"North Parking lot in Riverside Park, Near the basket ball courts and mural.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;,1,0,0,0,0,0,,0,0,,,,,2800 Riverside Drive,indianapolis,Indiana,46208
301472,2021-03-17 16:44:25,Downtown Rogers Farmers Market,"Railyard Park, ROGERS, Arkansas 72756",,,,,,,,,,,,,-94.116000,36.332762,Plaza on East side of 1st Street between Walnut and Elm Streets,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,Railyard Park,ROGERS,Arkansas,72756
301473,2021-03-19 11:39:44,Ohio Valley Farmers' Market,"3200 Union St, Bellaire, Ohio 43906",,,,,,,,,,,,,-80.742120,40.014375,Village Parking Lot. Corner of 32nd and Union Streets,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,3200 Union St,Bellaire,Ohio,43906
301475,2021-03-19 12:50:11,East Boston Farmers On-line Market - Winter/Spring,"250 Sumner street, East Boston, Massachusetts 02128",,,,,,,,,,,,,-71.076514,42.3313532,"East Boston Winter/Spring market hosted by WhatsGood (on-line platform) between October 23, 2020 and July 1, 2021; Pick-ups on Thursdays 2-6pm at 250 Sumner street",Healthcare institution;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,250 Sumner street,East Boston,Massachusetts,02128
301476,2021-03-21 17:43:02,General Store Market,"1327 S. 18th Street, Barron, Wisconsin 54812",,,,,,,,,,,,,-91.844351,45.402192,General Store Market is located on the General Store property just off of Highway 8 near A&W,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,1327 S. 18th Street,Barron,Wisconsin,54812
301477,2021-03-22 14:47:45,"Patch & Pasture, LLC","17004 Path Valley Rd, Spring Run, Pennsylvania 17262",,,,,,,,,,,,,-77.766771,40.151488,"Just off RT 75 North of Spring Run, PA",,Open alafafa field,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,17004 Path Valley Rd,Spring Run,Pennsylvania,17262
301478,2021-03-25 08:41:49,City of St. Clair Shores Farmers Market,"24800 Jeffereson, St. Clair Shores, Mi, Michigan 48080",,,,,,,,,,,,,-82.932268,42.6958071,Behind Blossom Heath Inn,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,,,,,24800 Jeffereson,St. Clair Shores,Michigan,48080
301479,2021-03-25 11:25:33,Williamsburg Farmers Market,"401 W. Francis Street, Williamsburg, Virginia 23185",,,,,,,,,,,,,-76.706717,37.269293,Francis Street Parking Lot,,Francis Street parking lot,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,401 W. Francis Street,Williamsburg,Virginia,23185
301480,2021-03-25 16:55:21,Shawnee Farmers Market,"11110 Johnson Drive, Shawnee, Kansas 66203",,,,,,,,,,,,,-94.805322,39.017779,Corner of Johnson Drive and Nieman at Shawnee City Hall.  Saturdays-May through October 7am-12pm.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;,0,0,0,0,1,0,,0,0,,,,,11110 Johnson Drive,Shawnee,Kansas,66203
301481,2021-03-25 16:59:44,Moonlight Market,"11110 Johnson Drive, Shawnee, Kansas 66203",,,,,,,,,,,,,-94.805322,39.017779,Corner of Johnson Drive and Nieman in the Shawnee City Hall parking lot.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;,0,0,0,0,1,0,,0,0,,,,,11110 Johnson Drive,Shawnee,Kansas,66203
301482,2021-03-25 18:44:36,Healthway Park Farmers Market,"4055 South Roy Wilson Way, New Palestine, Indiana 46163",,,,,,,,,,,,,-85.917230,39.726276,Held in the parking lot of the Hancock Wellness Center - New Palestine. Visible from US 52. Can be entered from 600 West or US 52.,Healthcare institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,,,,,4055 South Roy Wilson Way,New Palestine,Indiana,46163
301483,2021-03-26 14:14:04,Superior Farm-to-Fantastic Farmer's Market,"Superior Food Court, Main Street, Superior, Arizona 85173",,,,,,,,,,,,,-111.1103,33.285146,Next to Besich Park Amphitheater,,Town of Superior property,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,Superior Food Court,Main Street,Arizona,85173
301485,2021-03-29 18:34:44,North Canton Farmers' Market,"1000 West Maple St, North Canton, Ohio 44720",,,,,,,,,,,,,-81.417769,40.875871,At Price Park,Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,,,,,1000 West Maple St,North Canton,Ohio,44720
301487,2021-04-07 16:22:47,Clay Center Farmers Market,"720 5th Street, Clay Center, Kansas 67432",,,,,,,,,,,,,-97.126471,39.376936,Westside of the Courthouse Square,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,,,,,720 5th Street,Clay Center,Kansas,67432
301491,2021-04-21 10:58:25,Tontitown Farmers' Market,"235 E. Henri De Tonti Blvd, Tontitown, AR, Arkansas 72770",,,,,,,,,,,,,-94.232501,36.175764,Harry Sbanotto Park,,the market is held within the Park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,235 E. Henri De Tonti Blvd,Tontitown,Arkansas,72770
301492,2021-04-26 16:57:07,Athol Farmers Market,"30355 N 3rd Street, Athol, Idaho 83801",,,,,,,,,,,,,-116.70790,47.944594,"City park on 3rd street just south of highway 54 in Athol, ID",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,30355 N 3rd Street,Athol,Idaho,83801
301494,2021-04-28 11:12:30,Webb City Farmers Market,"106 East Tracy Street, Webb City, Missouri 64870",,,,,,,,,,,,,-94.462592,37.140206,Near the South Main Street entrance to King Jack Park.,,city park,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,106 East Tracy Street,Webb City,Missouri,64870
301495,2021-04-28 15:28:28,Fondy Farmers Market,"2200 W Fond du Lac Ave, Milwaukee, Wisconsin 53206",,,,,,,,,,,,,-87.939701,43.061843,Large outdoor covered market structures on 2.5 acres with adjacent Fondy Park and parking lot.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,2200 W Fond du Lac Ave,Milwaukee,Wisconsin,53206
301496,2021-04-28 15:40:20,Milwaukee Winter Farmers Market,"524 S Layton Blvd, Milwaukee, Wisconsin 53215",,,,,,,,,,,,,-87.944924,43.025865,"Inside the Greenhouse Annex at the Mitchell Park Conservatory (\""The Domes\""); greenhouse has a separate entrance from main entryway of horticultural facility.",Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,524 S Layton Blvd,Milwaukee,Wisconsin,53215
301498,2021-04-29 15:22:16,Greater Washington County Food Bank Farmers' Market,"909 National Pike West, Brownsville, Pennsylvania 15417",,,,,,,,,,,,,-79.977907,40.041867,"In the front parking lot of Greater Washington County Food Bank off of Route 40 in Centerville Borough, beside the dairy queen.",Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,909 National Pike West,Brownsville,Pennsylvania,15417
301499,2021-04-30 10:25:34,De Soto Farmers' Market,"520 N. Main St., DeSoto, Missouri 63020",,,,,,,,,,,,,-90.552205,38.143674,Just south of Fletcher Street on Main. Look for the large green pavilion!,,"The property is owned by Get Healthy DeSoto, and the market is a program of the nonprofit.",No Indoor;,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,520 N. Main St.,DeSoto,Missouri,63020
301500,2021-05-01 17:27:35,Metuchen Farmers Market,"New Street and Pearl Street, METUCHEN, New Jersey 08840",,,,,,,,,,,,,-74.363008,40.541112,Town Plaza one block off Main St,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,,,,,New Street and Pearl Street,METUCHEN,New Jersey,08840
301502,2021-05-04 10:31:59,Gilbert Farmers Market,"222 N Ash St, Gilbert, Arizona 85234",,,,,,,,,,,,,-111.79094,33.354527,Park and Ride Parking Lot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,222 N Ash St,Gilbert,Arizona,85234
301503,2021-05-04 15:29:13,Pontiac Farmers' Market,"Pontiac, Illinois 61764",,,,,,,,,,,,,-88.629562,40.880177,On the courthouse square at the corner of Mill Street and Madison Street,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,Pontiac,,Illinois,61764
301506,2021-05-13 09:51:49,Morris County Winter Farmers' Market,"6 Normandy Heights Rd, Morristown, New Jersey 07960",,,,,,,,,,,,,-74.448694,40.796595,Parking lot next to Morris Museum,,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,6 Normandy Heights Rd,Morristown,New Jersey,07960
301507,2021-05-13 14:41:41,San Antonio Food Bank Farmers' Market,"5200 Enrique M. Barrera Pkwy, San Antonio, Texas 78227",,,,,,,,,,,,,-98.591790,29.418102,The Farmers' Market is located in the SA Food Bank Najim Pavillion.,,Food Bank pavilion,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,,,,,5200 Enrique M. Barrera Pkwy,San Antonio,Texas,78227
301508,2021-05-18 11:22:06,Lexington Farmers' Market,"Worthen Road Practice Field, Lexington, Massachusetts 02421",,,,,,,,,,,,,-71.235394,42.444009,Between the Lexington High School field house and the baseball diamond,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,,,,,Worthen Road Practice Field,Lexington,Massachusetts,02421
301509,2021-05-25 15:12:11,New Braunfels Food Bank Farmers' Market,"1620 S. Seguin Ave, New Braunfels, Texas 78130",,,,,,,,,,,,,-98.115109,29.699301,,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;Senior Farmers Market Nutrition Program;,0,0,0,1,1,0,,0,0,,,,,1620 S. Seguin Ave,New Braunfels,Texas,78130
301510,2021-05-26 12:36:22,St. Phillips Plaza Market,"4280 N. Campbell Rd, Tucson, Arizona 85718",,,,,,,,,,,,,-110.94208,32.285766,The plaza market can be found on the southeast corner of River Rd. and Campbell Ave.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,4280 N. Campbell Rd,Tucson,Arizona,85718
301511,2021-05-26 12:46:00,Grant Park Farmers Market,"1040 Grant Street SE, Atlanta, Georgia 30315",,,,,,,,,,,,,-84.376724,33.725504,The Beacon Atlanta,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,1040 Grant Street SE,Atlanta,Georgia,30315
301512,2021-05-26 12:55:54,Ponce City Farmers Market on the BeltLine,"675 Ponce de Leon Ave, Atlanta, Georgia 30315",,,,,,,,,,,,,-84.364611,33.772425,Under the Shed along the Beltline behind Ponce City Market,Closed-off public street;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,675 Ponce de Leon Ave,Atlanta,Georgia,30315
301513,2021-05-26 13:08:31,Virginia Highland Farmers Market,"1017 North Highland Avenue NE, Atlanta, Georgia 30306",,,,,,,,,,,,,-84.354177,33.782208,,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,SNAP;Accept EBT at a central location;;,0,1,0,0,0,0,Accept EBT at a central location;,1,0,,,,,1017 North Highland Avenue NE,Atlanta,Georgia,30306
301514,2021-05-27 15:44:58,White Mountains Market,"1501 W White Mountain Blvd, Pinetop-Lakeside , Arizona 85929",,,,,,,,,,,,,-109.97074,34.146798,South side parking lot of the WME Village 8 Theater in Pinetop-Lakeside AZ,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,,0,0,,,,,1501 W White Mountain Blvd,Pinetop-Lakeside,Arizona,85929
301515,2021-05-29 12:07:12,Tosa Farmers Market,"7720 Harwood Ave, Wauwatosa, Wisconsin 53213",,,,,,,,,,,,,-88.008791,43.048733,Hart Mills Parking Lot(Parking is available behindthe Little Red Store),Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,1,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,,,,,7720 Harwood Ave,Wauwatosa,Wisconsin,53213
301516,2021-05-29 22:12:35,Paola Farmers Market,"Park Square, Paola , Kansas 66071",,,,,,,,,,,,,-94.878291,38.572307,At Paola's Park Square,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,,,,,Park Square,Paola,Kansas,66071
